,GAP
3723,-18489.0
3724,-18531.0
3725,-18642.0
3726,-18911.0
3727,-18996.0
3728,-19127.0
3729,-19138.0
3730,-19735.0
3731,-19800.0
3732,-19933.0
3733,-20004.0
3734,-20145.0
3735,-20612.0
3736,-20855.0
3737,-21211.0
3738,-21506.0
3739,-21791.0
3740,-21988.0
3741,-22060.0
3742,-23109.0
3743,-24076.0
3744,-24568.0
3745,-24596.0
3746,-25133.0
3747,-25660.0
3748,-25796.0
3749,-25796.0
3750,-27442.0
3751,-27853.0
3752,-27954.0
3753,-28018.0
3754,-28204.0
3755,-28546.0
3756,-28664.0
3757,-28795.0
3758,-29473.0
3759,-30057.0
3760,-30408.0
3761,-30510.0
3762,-31518.0
3763,-31778.0
3764,-32136.0
3765,-32474.0
3766,-32529.0
3767,-32687.0
3768,-32848.0
3769,-33637.0
3770,-34237.0
3771,-34250.0
3772,-34529.0
3773,-34666.0
3774,-35631.0
3775,-35677.0
3776,-35929.0
3777,-36125.0
3778,-36411.0
3779,-36538.0
3780,-37070.0
3781,-37226.0
3782,-37305.0
3783,-37334.0
3784,-37540.0
3785,-37570.0
3786,-37980.0
3787,-38344.0
3788,-38884.0
3789,-38910.0
3790,-38934.0
3791,-39222.0
3792,-39313.0
3793,-39664.0
3794,-39894.0
3795,-39943.0
3796,-39970.0
3797,-40008.0
3798,-40042.0
3799,-40159.0
3800,-40219.0
3801,-40263.0
3802,-40360.0
3803,-40371.0
3804,-40779.0
3805,-40862.0
3806,-40970.0
3807,-41047.0
3808,-41197.0
3809,-41287.0
3810,-41625.0
3811,-41687.0
3812,-41780.0
3813,-41805.0
3814,-41920.0
3815,-41979.0
3816,-42036.0
3817,-42133.0
3818,-42225.0
3819,-42447.0
3820,-42637.0
3821,-42652.0
3822,-42713.0
3823,-42770.0
3824,-43014.0
3825,-43043.0
3826,-43058.0
3827,-43089.0
3828,-43104.0
3829,-43157.0
3830,-43158.0
3831,-43164.0
3832,-43166.0
3833,-43198.0
3834,-43199.0
3835,-43200.0
3836,43133.0
3837,43088.0
3838,43084.0
3839,42941.0
3840,42914.0
3841,42890.0
3842,42746.0
3843,42436.0
3844,42130.0
3845,42067.0
3846,41960.0
3847,41877.0
3848,41744.0
3849,41539.0
3850,41536.0
3851,41472.0
3852,41411.0
3853,41364.0
3854,41339.0
3855,41280.0
3856,41189.0
3857,40857.0
3858,40816.0
3859,40774.0
3860,40665.0
3861,40527.0
3862,40514.0
3863,40449.0
3864,40422.0
3865,40295.0
3866,40205.0
3867,40111.0
3868,39962.0
3869,39961.0
3870,39863.0
3871,39850.0
3872,39159.0
3873,39108.0
3874,39069.0
3875,38820.0
3876,38684.0
3877,38628.0
3878,38546.0
3879,38444.0
3880,37930.0
3881,37305.0
3882,37230.0
3883,37142.0
3884,37116.0
3885,37053.0
3886,36930.0
3887,36919.0
3888,36853.0
3889,36848.0
3890,36845.0
3891,36841.0
3892,36837.0
3893,36833.0
3894,36829.0
3895,36825.0
3896,36821.0
3897,36811.0
3898,36785.0
3899,36663.0
3900,36590.0
3901,36580.0
3902,36573.0
3903,36481.0
3904,36458.0
3905,36317.0
3906,36235.0
3907,36206.0
3908,36200.0
3909,36165.0
3910,36147.0
3911,36091.0
3912,36065.0
3913,36012.0
3914,35993.0
3915,35965.0
3916,35918.0
3917,35799.0
3918,35752.0
3919,35528.0
3920,35354.0
3921,35294.0
3922,35155.0
3923,35002.0
3924,34999.0
3925,34780.0
3926,34692.0
3927,34532.0
3928,34524.0
3929,34501.0
3930,34340.0
3931,34315.0
3932,34133.0
3933,34085.0
3934,34064.0
3935,34010.0
3936,34003.0
3937,33942.0
3938,33875.0
3939,33791.0
3940,33713.0
3941,33700.0
3942,33607.0
3943,33387.0
3944,33343.0
3945,33192.0
3946,33166.0
3947,32966.0
3948,32953.0
3949,32931.0
3950,32883.0
3951,32805.0
3952,32499.0
3953,32457.0
3954,32401.0
3955,32369.0
3956,32325.0
3957,32287.0
3958,32277.0
3959,32037.0
3960,32033.0
3961,31904.0
3962,31653.0
3963,31653.0
3964,31500.0
3965,31456.0
3966,31393.0
3967,31220.0
3968,31196.0
3969,30640.0
3970,30638.0
3971,30516.0
3972,30385.0
3973,30224.0
3974,30056.0
3975,29953.0
3976,29902.0
3977,29898.0
3978,29730.0
3979,29724.0
3980,29631.0
3981,29574.0
3982,29196.0
3983,29115.0
3984,29109.0
3985,29032.0
3986,29010.0
3987,28917.0
3988,28834.0
3989,28816.0
3990,28814.0
3991,28704.0
3992,28538.0
3993,28444.0
3994,28227.0
3995,28203.0
3996,28187.0
3997,28033.0
3998,27986.0
3999,27907.0
4000,27883.0
4001,27650.0
4002,27575.0
4003,27535.0
4004,27498.0
4005,27484.0
4006,27367.0
4007,27120.0
4008,27094.0
4009,27084.0
4010,27074.0
4011,26902.0
4012,26644.0
4013,26639.0
4014,26471.0
4015,26443.0
4016,26436.0
4017,26315.0
4018,26288.0
4019,26174.0
4020,25878.0
4021,25818.0
4022,25807.0
4023,25757.0
4024,25720.0
4025,25682.0
4026,25655.0
4027,25624.0
4028,25379.0
4029,25311.0
4030,25262.0
4031,25249.0
4032,25201.0
4033,25201.0
4034,25095.0
4035,25053.0
4036,24971.0
4037,24931.0
4038,24710.0
4039,24388.0
4040,24129.0
4041,24019.0
4042,23978.0
4043,23782.0
4044,23775.0
4045,23661.0
4046,23555.0
4047,23507.0
4048,23489.0
4049,23440.0
4050,23404.0
4051,23400.0
4052,23335.0
4053,22992.0
4054,22968.0
4055,22894.0
4056,22851.0
4057,22804.0
4058,22804.0
4059,22632.0
4060,22418.0
4061,22268.0
4062,22197.0
4063,22141.0
4064,22091.0
4065,22032.0
4066,21817.0
4067,21743.0
4068,21720.0
4069,21716.0
4070,21700.0
4071,21660.0
4072,21525.0
4073,21306.0
4074,21246.0
4075,21220.0
4076,21145.0
4077,21131.0
4078,21021.0
4079,20835.0
4080,20790.0
4081,20760.0
4082,20699.0
4083,20630.0
4084,20626.0
4085,20112.0
4086,20102.0
4087,19732.0
4088,19486.0
4089,19473.0
4090,19422.0
4091,19209.0
4092,19190.0
4093,19068.0
4094,18935.0
4095,18792.0
4096,18726.0
4097,18556.0
4098,18522.0
4099,18509.0
4100,18276.0
4101,18005.0
4102,18002.0
4103,17772.0
4104,17733.0
4105,17534.0
4106,17444.0
4107,17340.0
4108,17152.0
4109,17049.0
4110,17033.0
4111,16985.0
4112,16941.0
4113,16543.0
4114,16451.0
4115,16320.0
4116,16278.0
4117,16117.0
4118,15796.0
4119,15699.0
4120,15658.0
4121,15592.0
4122,15363.0
4123,15184.0
4124,14979.0
4125,14896.0
4126,14775.0
4127,14501.0
4128,14447.0
4129,14420.0
4130,14413.0
4131,14192.0
4132,14142.0
4133,14129.0
4134,14027.0
4135,14010.0
4136,13846.0
4137,13786.0
4138,13292.0
4139,13227.0
4140,12992.0
4141,12991.0
4142,12582.0
4143,12452.0
4144,12071.0
4145,12041.0
4146,11925.0
4147,11891.0
4148,11446.0
4149,11394.0
4150,11375.0
4151,11108.0
4152,11101.0
4153,11027.0
4154,10998.0
4155,10882.0
4156,10860.0
4157,10859.0
4158,10801.0
4159,10584.0
4160,10502.0
4161,10171.0
4162,10087.0
4163,9610.0
4164,9527.0
4165,9489.0
4166,9351.0
4167,9213.0
4168,9146.0
4169,8957.0
4170,8575.0
4171,8504.0
4172,8499.0
4173,8325.0
4174,8302.0
4175,8235.0
4176,8141.0
4177,8009.0
4178,7877.0
4179,7834.0
4180,7731.0
4181,7669.0
4182,7580.0
4183,7547.0
4184,7242.0
4185,7223.0
4186,7210.0
4187,7123.0
4188,7107.0
4189,6906.0
4190,6777.0
4191,6772.0
4192,6650.0
4193,6599.0
4194,6560.0
4195,6380.0
4196,6228.0
4197,6140.0
4198,6020.0
4199,5915.0
4200,5795.0
4201,5566.0
4202,5371.0
4203,5305.0
4204,5191.0
4205,5006.0
4206,4954.0
4207,4930.0
4208,4620.0
4209,4227.0
4210,4222.0
4211,4045.0
4212,3918.0
4213,3887.0
4214,3862.0
4215,3833.0
4216,3740.0
4217,3658.0
4218,3657.0
4219,3656.0
4220,3652.0
4221,3607.0
4222,3486.0
4223,3432.0
4224,3180.0
4225,3123.0
4226,3114.0
4227,3062.0
4228,3013.0
4229,2999.0
4230,2928.0
4231,2872.0
4232,2757.0
4233,2744.0
4234,2620.0
4235,2590.0
4236,2505.0
4237,2467.0
4238,2416.0
4239,2141.0
4240,2113.0
4241,2106.0
4242,2082.0
4243,1983.0
4244,1947.0
4245,1905.0
4246,1900.0
4247,1838.0
4248,1771.0
4249,1765.0
4250,1760.0
4251,1737.0
4252,1725.0
4253,1656.0
4254,1560.0
4255,1549.0
4256,1507.0
4257,1474.0
4258,1473.0
4259,1444.0
4260,1325.0
4261,1308.0
4262,1299.0
4263,1270.0
4264,1256.0
4265,1241.0
4266,1240.0
4267,1198.0
4268,1191.0
4269,1050.0
4270,1037.0
4271,963.0
4272,926.0
4273,900.0
4274,866.0
4275,806.0
4276,773.0
4277,712.0
4278,705.0
4279,693.0
4280,675.0
4281,634.0
4282,614.0
4283,545.0
4284,492.0
4285,483.0
4286,481.0
4287,478.0
4288,450.0
4289,444.0
4290,395.0
4291,386.0
4292,385.0
4293,383.0
4294,377.0
4295,373.0
4296,366.0
4297,365.0
4298,364.0
4299,359.0
4300,351.0
4301,346.0
4302,342.0
4303,338.0
4304,329.0
4305,328.0
4306,325.0
4307,317.0
4308,314.0
4309,296.0
4310,290.0
4311,288.0
4312,279.0
4313,274.0
4314,272.0
4315,271.0
4316,266.0
4317,265.0
4318,253.0
4319,252.0
4320,251.0
4321,248.0
4322,233.0
4323,227.0
4324,217.0
4325,217.0
4326,213.0
4327,181.0
4328,178.0
4329,174.0
4330,162.0
4331,160.0
4332,160.0
4333,159.0
4334,159.0
4335,158.0
4336,157.0
4337,157.0
4338,157.0
4339,156.0
4340,155.0
4341,154.0
4342,154.0
4343,153.0
4344,153.0
4345,152.0
4346,149.0
4347,148.0
4348,147.0
4349,147.0
4350,143.0
4351,138.0
4352,136.0
4353,135.0
4354,129.0
4355,129.0
4356,126.0
4357,125.0
4358,125.0
4359,123.0
4360,123.0
4361,122.0
4362,122.0
4363,121.0
4364,121.0
4365,120.0
4366,120.0
4367,119.0
4368,116.0
4369,116.0
4370,114.0
4371,113.0
4372,113.0
4373,113.0
4374,112.0
4375,112.0
4376,111.0
4377,111.0
4378,110.0
4379,110.0
4380,109.0
4381,109.0
4382,109.0
4383,109.0
4384,108.0
4385,107.0
4386,107.0
4387,107.0
4388,106.0
4389,105.0
4390,105.0
4391,104.0
4392,104.0
4393,104.0
4394,104.0
4395,104.0
4396,103.0
4397,103.0
4398,103.0
4399,102.0
4400,102.0
4401,102.0
4402,102.0
4403,101.0
4404,101.0
4405,101.0
4406,101.0
4407,101.0
4408,100.0
4409,100.0
4410,100.0
4411,100.0
4412,100.0
4413,99.0
4414,99.0
4415,99.0
4416,99.0
4417,98.0
4418,98.0
4419,98.0
4420,98.0
4421,98.0
4422,97.0
4423,97.0
4424,97.0
4425,97.0
4426,97.0
4427,97.0
4428,97.0
4429,97.0
4430,97.0
4431,97.0
4432,97.0
4433,96.0
4434,96.0
4435,96.0
4436,95.0
4437,95.0
4438,95.0
4439,95.0
4440,95.0
4441,94.0
4442,94.0
4443,94.0
4444,94.0
4445,94.0
4446,94.0
4447,94.0
4448,94.0
4449,94.0
4450,94.0
4451,93.0
4452,93.0
4453,93.0
4454,93.0
4455,93.0
4456,93.0
4457,93.0
4458,92.0
4459,92.0
4460,92.0
4461,92.0
4462,92.0
4463,92.0
4464,92.0
4465,91.0
4466,91.0
4467,91.0
4468,91.0
4469,91.0
4470,91.0
4471,91.0
4472,90.0
4473,90.0
4474,90.0
4475,90.0
4476,90.0
4477,90.0
4478,89.0
4479,89.0
4480,89.0
4481,89.0
4482,89.0
4483,89.0
4484,89.0
4485,89.0
4486,89.0
4487,89.0
4488,89.0
4489,89.0
4490,89.0
4491,89.0
4492,88.0
4493,88.0
4494,88.0
4495,88.0
4496,88.0
4497,88.0
4498,88.0
4499,88.0
4500,88.0
4501,88.0
4502,88.0
4503,87.0
4504,87.0
4505,87.0
4506,87.0
4507,87.0
4508,87.0
4509,87.0
4510,87.0
4511,86.0
4512,86.0
4513,86.0
4514,86.0
4515,86.0
4516,86.0
4517,85.0
4518,85.0
4519,85.0
4520,85.0
4521,85.0
4522,85.0
4523,85.0
4524,85.0
4525,84.0
4526,84.0
4527,84.0
4528,84.0
4529,84.0
4530,84.0
4531,83.0
4532,83.0
4533,83.0
4534,83.0
4535,83.0
4536,82.0
4537,82.0
4538,82.0
4539,82.0
4540,82.0
4541,82.0
4542,82.0
4543,81.0
4544,81.0
4545,81.0
4546,81.0
4547,81.0
4548,81.0
4549,81.0
4550,80.0
4551,80.0
4552,80.0
4553,80.0
4554,80.0
4555,79.0
4556,79.0
4557,79.0
4558,79.0
4559,79.0
4560,79.0
4561,78.0
4562,78.0
4563,78.0
4564,78.0
4565,78.0
4566,77.0
4567,77.0
4568,77.0
4569,77.0
4570,77.0
4571,77.0
4572,76.0
4573,76.0
4574,76.0
4575,75.0
4576,75.0
4577,75.0
4578,75.0
4579,75.0
4580,75.0
4581,75.0
4582,74.0
4583,74.0
4584,74.0
4585,74.0
4586,74.0
4587,74.0
4588,74.0
4589,74.0
4590,74.0
4591,73.0
4592,73.0
4593,73.0
4594,73.0
4595,73.0
4596,73.0
4597,72.0
4598,72.0
4599,72.0
4600,72.0
4601,72.0
4602,72.0
4603,72.0
4604,71.0
4605,71.0
4606,71.0
4607,71.0
4608,71.0
4609,71.0
4610,70.0
4611,70.0
4612,70.0
4613,70.0
4614,70.0
4615,70.0
4616,70.0
4617,70.0
4618,70.0
4619,70.0
4620,69.0
4621,69.0
4622,69.0
4623,69.0
4624,69.0
4625,69.0
4626,69.0
4627,69.0
4628,69.0
4629,69.0
4630,69.0
4631,68.0
4632,68.0
4633,68.0
4634,68.0
4635,68.0
4636,68.0
4637,68.0
4638,68.0
4639,68.0
4640,68.0
4641,68.0
4642,67.0
4643,67.0
4644,67.0
4645,67.0
4646,67.0
4647,67.0
4648,67.0
4649,67.0
4650,67.0
4651,67.0
4652,67.0
4653,66.0
4654,66.0
4655,66.0
4656,66.0
4657,66.0
4658,66.0
4659,66.0
4660,65.0
4661,65.0
4662,65.0
4663,65.0
4664,65.0
4665,65.0
4666,65.0
4667,64.0
4668,64.0
4669,64.0
4670,64.0
4671,64.0
4672,64.0
4673,64.0
4674,64.0
4675,63.0
4676,63.0
4677,63.0
4678,63.0
4679,63.0
4680,62.0
4681,62.0
4682,62.0
4683,62.0
4684,62.0
4685,62.0
4686,62.0
4687,62.0
4688,61.0
4689,61.0
4690,61.0
4691,61.0
4692,61.0
4693,61.0
4694,61.0
4695,61.0
4696,60.0
4697,60.0
4698,60.0
4699,60.0
4700,60.0
4701,60.0
4702,60.0
4703,60.0
4704,60.0
4705,60.0
4706,60.0
4707,60.0
4708,59.0
4709,59.0
4710,59.0
4711,59.0
4712,59.0
4713,59.0
4714,59.0
4715,59.0
4716,58.0
4717,58.0
4718,58.0
4719,58.0
4720,58.0
4721,58.0
4722,58.0
4723,58.0
4724,58.0
4725,58.0
4726,57.0
4727,57.0
4728,57.0
4729,57.0
4730,57.0
4731,57.0
4732,57.0
4733,57.0
4734,57.0
4735,57.0
4736,57.0
4737,57.0
4738,57.0
4739,56.0
4740,56.0
4741,56.0
4742,56.0
4743,56.0
4744,56.0
4745,55.0
4746,55.0
4747,55.0
4748,55.0
4749,55.0
4750,54.0
4751,54.0
4752,54.0
4753,53.0
4754,53.0
4755,53.0
4756,53.0
4757,53.0
4758,53.0
4759,53.0
4760,53.0
4761,53.0
4762,52.0
4763,52.0
4764,52.0
4765,52.0
4766,52.0
4767,52.0
4768,52.0
4769,52.0
4770,52.0
4771,52.0
4772,52.0
4773,52.0
4774,51.0
4775,51.0
4776,51.0
4777,51.0
4778,51.0
4779,51.0
4780,51.0
4781,50.0
4782,50.0
4783,50.0
4784,50.0
4785,50.0
4786,50.0
4787,50.0
4788,49.0
4789,49.0
4790,49.0
4791,49.0
4792,49.0
4793,49.0
4794,49.0
4795,49.0
4796,49.0
4797,49.0
4798,49.0
4799,49.0
4800,49.0
4801,48.0
4802,48.0
4803,48.0
4804,48.0
4805,48.0
4806,48.0
4807,48.0
4808,48.0
4809,48.0
4810,48.0
4811,48.0
4812,48.0
4813,48.0
4814,47.0
4815,47.0
4816,47.0
4817,47.0
4818,47.0
4819,47.0
4820,47.0
4821,47.0
4822,47.0
4823,47.0
4824,47.0
4825,47.0
4826,47.0
4827,47.0
4828,47.0
4829,46.0
4830,46.0
4831,46.0
4832,46.0
4833,46.0
4834,46.0
4835,46.0
4836,46.0
4837,46.0
4838,46.0
4839,46.0
4840,46.0
4841,46.0
4842,46.0
4843,45.0
4844,45.0
4845,45.0
4846,45.0
4847,45.0
4848,45.0
4849,45.0
4850,45.0
4851,44.0
4852,44.0
4853,44.0
4854,44.0
4855,44.0
4856,44.0
4857,44.0
4858,44.0
4859,44.0
4860,44.0
4861,44.0
4862,44.0
4863,43.0
4864,43.0
4865,43.0
4866,42.0
4867,42.0
4868,42.0
4869,42.0
4870,42.0
4871,42.0
4872,42.0
4873,42.0
4874,42.0
4875,42.0
4876,42.0
4877,42.0
4878,42.0
4879,42.0
4880,41.0
4881,41.0
4882,41.0
4883,41.0
4884,41.0
4885,41.0
4886,41.0
4887,41.0
4888,41.0
4889,41.0
4890,41.0
4891,41.0
4892,41.0
4893,41.0
4894,40.0
4895,40.0
4896,40.0
4897,40.0
4898,40.0
4899,40.0
4900,40.0
4901,40.0
4902,39.0
4903,39.0
4904,39.0
4905,39.0
4906,39.0
4907,39.0
4908,39.0
4909,39.0
4910,39.0
4911,39.0
4912,39.0
4913,39.0
4914,39.0
4915,39.0
4916,39.0
4917,39.0
4918,39.0
4919,38.0
4920,38.0
4921,38.0
4922,38.0
4923,38.0
4924,38.0
4925,38.0
4926,38.0
4927,38.0
4928,38.0
4929,38.0
4930,37.0
4931,37.0
4932,37.0
4933,37.0
4934,37.0
4935,37.0
4936,37.0
4937,36.0
4938,36.0
4939,36.0
4940,36.0
4941,36.0
4942,36.0
4943,36.0
4944,36.0
4945,36.0
4946,36.0
4947,36.0
4948,36.0
4949,36.0
4950,36.0
4951,36.0
4952,35.0
4953,35.0
4954,35.0
4955,35.0
4956,35.0
4957,35.0
4958,35.0
4959,35.0
4960,35.0
4961,34.0
4962,34.0
4963,34.0
4964,34.0
4965,34.0
4966,34.0
4967,34.0
4968,34.0
4969,34.0
4970,34.0
4971,34.0
4972,34.0
4973,34.0
4974,34.0
4975,34.0
4976,34.0
4977,34.0
4978,33.0
4979,33.0
4980,33.0
4981,33.0
4982,33.0
4983,33.0
4984,33.0
4985,33.0
4986,33.0
4987,33.0
4988,33.0
4989,33.0
4990,33.0
4991,33.0
4992,32.0
4993,32.0
4994,32.0
4995,32.0
4996,32.0
4997,32.0
4998,32.0
4999,32.0
5000,32.0
5001,32.0
5002,31.0
5003,31.0
5004,31.0
5005,31.0
5006,31.0
5007,31.0
5008,31.0
5009,31.0
5010,31.0
5011,30.0
5012,30.0
5013,30.0
5014,30.0
5015,30.0
5016,30.0
5017,30.0
5018,30.0
5019,29.0
5020,29.0
5021,29.0
5022,29.0
5023,29.0
5024,28.0
5025,28.0
5026,28.0
5027,28.0
5028,28.0
5029,28.0
5030,27.0
5031,27.0
5032,27.0
5033,27.0
5034,27.0
5035,27.0
5036,26.0
5037,26.0
5038,26.0
5039,26.0
5040,26.0
5041,26.0
5042,26.0
5043,26.0
5044,25.0
5045,25.0
5046,25.0
5047,25.0
5048,25.0
5049,25.0
5050,25.0
5051,25.0
5052,25.0
5053,25.0
5054,24.0
5055,24.0
5056,24.0
5057,24.0
5058,24.0
5059,24.0
5060,23.0
5061,23.0
5062,23.0
5063,23.0
5064,23.0
5065,23.0
5066,22.0
5067,22.0
5068,22.0
5069,22.0
5070,22.0
5071,21.0
5072,21.0
5073,21.0
5074,21.0
5075,21.0
5076,20.0
5077,20.0
5078,20.0
5079,20.0
5080,20.0
5081,20.0
5082,20.0
5083,20.0
5084,20.0
5085,19.0
5086,19.0
5087,19.0
5088,19.0
5089,19.0
5090,19.0
5091,19.0
5092,18.0
5093,18.0
5094,18.0
5095,18.0
5096,18.0
5097,18.0
5098,17.0
5099,17.0
5100,17.0
5101,17.0
5102,17.0
5103,17.0
5104,17.0
5105,16.0
5106,16.0
5107,16.0
5108,16.0
5109,16.0
5110,16.0
5111,15.0
5112,15.0
5113,15.0
5114,14.0
5115,14.0
5116,14.0
5117,14.0
5118,14.0
5119,13.0
5120,13.0
5121,12.0
5122,12.0
5123,12.0
5124,11.0
5125,11.0
5126,10.0
5127,9.0
5128,8.0
5129,8.0
5130,7.0
5131,7.0
5132,5.0
5133,4.0
5134,4.0
5135,3.0
5136,3.0
5137,3.0
5138,3.0
5139,2.0
5140,2.0
5141,2.0
5142,2.0
5143,1.0
5144,1.0
5145,1.0
5146,1.0
5147,1.0
5148,1.0
5149,1.0
5150,0.0
5151,0.0
5152,0.0
5153,0.0
5154,0.0
5155,0.0
5156,0.0
5157,0.0
5158,0.0
5159,-14.0
5160,-32.0
5161,-78.0
5162,-131.0
5163,-153.0
5164,-159.0
5165,-164.0
5166,-175.0
5167,-192.0
5168,-205.0
5169,-211.0
5170,-245.0
5171,-247.0
5172,-248.0
5173,-252.0
5174,-253.0
5175,-258.0
5176,-258.0
5177,-262.0
5178,-265.0
5179,-281.0
5180,-289.0
5181,-290.0
5182,-300.0
5183,-373.0
5184,-411.0
5185,-480.0
5186,-505.0
5187,-510.0
5188,-524.0
5189,-526.0
5190,-545.0
5191,-547.0
5192,-557.0
5193,-572.0
5194,-600.0
5195,-600.0
5196,-606.0
5197,-621.0
5198,-646.0
5199,-673.0
5200,-694.0
5201,-836.0
5202,-853.0
5203,-868.0
5204,-900.0
5205,-902.0
5206,-940.0
5207,-968.0
5208,-1027.0
5209,-1068.0
5210,-1101.0
5211,-1121.0
5212,-1134.0
5213,-1173.0
5214,-1200.0
5215,-1246.0
5216,-1285.0
5217,-1300.0
5218,-1309.0
5219,-1325.0
5220,-1338.0
5221,-1341.0
5222,-1361.0
5223,-1397.0
5224,-1447.0
5225,-1472.0
5226,-1485.0
5227,-1497.0
5228,-1599.0
5229,-1725.0
5230,-1752.0
5231,-1784.0
5232,-1787.0
5233,-1799.0
5234,-1800.0
5235,-1800.0
5236,-1815.0
5237,-1883.0
5238,-1944.0
5239,-1964.0
5240,-1991.0
5241,-2234.0
5242,-2245.0
5243,-2304.0
5244,-2313.0
5245,-2368.0
5246,-2473.0
5247,-2507.0
5248,-2580.0
5249,-2599.0
5250,-2665.0
5251,-2678.0
5252,-2689.0
5253,-2782.0
5254,-2858.0
5255,-3030.0
5256,-3038.0
5257,-3081.0
5258,-3314.0
5259,-3371.0
5260,-3497.0
5261,-3514.0
5262,-3535.0
5263,-3543.0
5264,-3573.0
5265,-3575.0
5266,-3588.0
5267,-3594.0
5268,-3599.0
5269,-3600.0
5270,-3628.0
5271,-3671.0
5272,-3778.0
5273,-3843.0
5274,-3933.0
5275,-4008.0
5276,-4127.0
5277,-4267.0
5278,-4340.0
5279,-4432.0
5280,-4472.0
5281,-4474.0
5282,-4684.0
5283,-4711.0
5284,-4733.0
5285,-4777.0
5286,-4985.0
5287,-5042.0
5288,-5256.0
5289,-5310.0
5290,-5411.0
5291,-5456.0
5292,-5498.0
5293,-5540.0
5294,-5543.0
5295,-5576.0
5296,-5610.0
5297,-5640.0
5298,-5684.0
5299,-5808.0
5300,-5926.0
5301,-5961.0
5302,-5972.0
5303,-5999.0
5304,-6006.0
5305,-6050.0
5306,-6298.0
5307,-6578.0
5308,-6735.0
5309,-6741.0
5310,-6906.0
5311,-7050.0
5312,-7088.0
5313,-7114.0
5314,-7114.0
5315,-7140.0
5316,-7146.0
5317,-7187.0
5318,-7199.0
5319,-7415.0
5320,-7423.0
5321,-7423.0
5322,-7432.0
5323,-7590.0
5324,-7802.0
5325,-8041.0
5326,-8207.0
5327,-8333.0
5328,-8560.0
5329,-8567.0
5330,-8569.0
5331,-8597.0
5332,-8859.0
5333,-8943.0
5334,-8947.0
5335,-8981.0
5336,-9044.0
5337,-9059.0
5338,-9110.0
5339,-9131.0
5340,-9153.0
5341,-9231.0
5342,-9272.0
5343,-9277.0
5344,-9549.0
5345,-9780.0
5346,-9784.0
5347,-9907.0
5348,-9916.0
5349,-10035.0
5350,-10262.0
5351,-10284.0
5352,-10286.0
5353,-10341.0
5354,-10547.0
5355,-10607.0
5356,-10735.0
5357,-10774.0
5358,-10799.0
5359,-10859.0
5360,-10923.0
5361,-11007.0
5362,-11134.0
5363,-11291.0
5364,-11311.0
5365,-11439.0
5366,-11447.0
5367,-11571.0
5368,-11612.0
5369,-12192.0
5370,-12213.0
5371,-12376.0
5372,-12543.0
5373,-12600.0
5374,-12620.0
5375,-12730.0
5376,-12868.0
5377,-13039.0
5378,-13185.0
5379,-13246.0
5380,-13256.0
5381,-13461.0
5382,-13525.0
5383,-13563.0
5384,-13580.0
5385,-13602.0
5386,-13627.0
5387,-13639.0
5388,-13720.0
5389,-13839.0
5390,-13846.0
5391,-13853.0
5392,-13948.0
5393,-14006.0
5394,-14040.0
5395,-14201.0
5396,-14203.0
5397,-14394.0
5398,-14471.0
5399,-14707.0
5400,-14739.0
5401,-14760.0
5402,-14816.0
5403,-14821.0
5404,-15175.0
5405,-15271.0
5406,-15669.0
5407,-15669.0
5408,-15674.0
5409,-15735.0
5410,-15805.0
5411,-15835.0
5412,-15945.0
5413,-15949.0
5414,-16140.0
5415,-16200.0
5416,-16260.0
5417,-16732.0
5418,-16811.0
5419,-16841.0
5420,-17088.0
5421,-17131.0
5422,-17266.0
5423,-17761.0
5424,-17970.0
5425,-17971.0
5426,-17972.0
5427,-17973.0
5428,-17974.0
5429,-17974.0
5430,-17976.0
5431,-17977.0
5432,-17978.0
5433,-17979.0
5434,-17980.0
5435,-17981.0
5436,-17982.0
5437,-17983.0
5438,-17983.0
5439,-17984.0
5440,-17985.0
5441,-17986.0
5442,-17987.0
5443,-17988.0
5444,-17989.0
5445,-17989.0
5446,-17990.0
5447,-17991.0
5448,-17993.0
5449,-17994.0
5450,-17994.0
5451,-17995.0
5452,-17996.0
5453,-17997.0
5454,-18003.0
5455,-18702.0
5456,-18790.0
5457,-19589.0
5458,-19831.0
5459,-19870.0
5460,-20090.0
5461,-20337.0
5462,-20463.0
5463,-20467.0
5464,-20495.0
5465,-20504.0
5466,-20647.0
5467,-21007.0
5468,-21034.0
5469,-21187.0
5470,-21391.0
5471,-21560.0
5472,-21574.0
5473,-21991.0
5474,-22008.0
5475,-22659.0
5476,-22918.0
5477,-23141.0
5478,-23626.0
5479,-24221.0
5480,-24546.0
5481,-24568.0
5482,-24596.0
5483,-24799.0
5484,-24982.0
5485,-25095.0
5486,-25149.0
5487,-25494.0
5488,-25796.0
5489,-25797.0
5490,-26228.0
5491,-26898.0
5492,-27207.0
5493,-27522.0
5494,-27683.0
5495,-27735.0
5496,-28402.0
5497,-28517.0
5498,-28624.0
5499,-28767.0
5500,-28795.0
5501,-29982.0
5502,-30340.0
5503,-30346.0
5504,-30665.0
5505,-30792.0
5506,-31566.0
5507,-31796.0
5508,-31866.0
5509,-32058.0
5510,-32179.0
5511,-32815.0
5512,-32816.0
5513,-32830.0
5514,-33063.0
5515,-34007.0
5516,-34123.0
5517,-34561.0
5518,-34643.0
5519,-34767.0
5520,-34774.0
5521,-34940.0
5522,-35044.0
5523,-35199.0
5524,-35315.0
5525,-35737.0
5526,-35829.0
5527,-35835.0
5528,-36325.0
