,GAP
7323,-43192.0
7324,-43200.0
7325,42947.0
7326,42931.0
7327,42930.0
7328,42917.0
7329,42786.0
7330,42653.0
7331,42543.0
7332,42524.0
7333,42467.0
7334,42381.0
7335,42350.0
7336,42019.0
7337,41688.0
7338,41648.0
7339,41155.0
7340,41111.0
7341,40596.0
7342,40592.0
7343,40582.0
7344,40495.0
7345,40360.0
7346,40323.0
7347,39790.0
7348,39717.0
7349,39710.0
7350,39511.0
7351,39488.0
7352,39312.0
7353,39042.0
7354,38899.0
7355,38884.0
7356,38845.0
7357,38752.0
7358,38408.0
7359,38299.0
7360,38290.0
7361,38226.0
7362,38217.0
7363,38192.0
7364,38103.0
7365,37981.0
7366,37925.0
7367,37890.0
7368,37880.0
7369,37748.0
7370,37734.0
7371,37692.0
7372,37451.0
7373,37450.0
7374,37420.0
7375,36871.0
7376,36760.0
7377,36416.0
7378,36403.0
7379,36127.0
7380,36071.0
7381,35967.0
7382,35803.0
7383,35748.0
7384,35697.0
7385,35635.0
7386,35633.0
7387,35537.0
7388,35536.0
7389,35498.0
7390,35233.0
7391,35232.0
7392,34961.0
7393,34902.0
7394,34707.0
7395,34621.0
7396,34618.0
7397,34529.0
7398,34506.0
7399,34274.0
7400,33967.0
7401,33950.0
7402,33814.0
7403,33775.0
7404,33727.0
7405,33656.0
7406,33619.0
7407,33544.0
7408,33525.0
7409,33512.0
7410,33425.0
7411,33364.0
7412,33308.0
7413,33284.0
7414,32973.0
7415,32970.0
7416,32836.0
7417,32805.0
7418,32523.0
7419,32507.0
7420,32457.0
7421,32401.0
7422,32401.0
7423,32398.0
7424,32387.0
7425,32354.0
7426,32337.0
7427,32277.0
7428,32169.0
7429,32060.0
7430,32028.0
7431,31959.0
7432,31800.0
7433,31509.0
7434,31470.0
7435,31322.0
7436,31312.0
7437,31179.0
7438,31082.0
7439,31079.0
7440,31065.0
7441,31018.0
7442,31018.0
7443,30974.0
7444,30936.0
7445,30869.0
7446,30606.0
7447,30601.0
7448,30579.0
7449,30361.0
7450,30306.0
7451,30215.0
7452,30113.0
7453,29854.0
7454,29806.0
7455,29797.0
7456,29687.0
7457,29636.0
7458,29477.0
7459,29457.0
7460,29278.0
7461,29207.0
7462,29119.0
7463,28973.0
7464,28909.0
7465,28846.0
7466,28843.0
7467,28814.0
7468,28802.0
7469,28800.0
7470,28800.0
7471,28589.0
7472,28567.0
7473,28420.0
7474,28380.0
7475,28272.0
7476,28197.0
7477,28159.0
7478,28013.0
7479,28005.0
7480,27883.0
7481,27765.0
7482,27652.0
7483,27556.0
7484,27403.0
7485,27348.0
7486,27168.0
7487,27166.0
7488,27142.0
7489,26987.0
7490,26858.0
7491,26847.0
7492,26846.0
7493,26835.0
7494,26750.0
7495,26705.0
7496,26518.0
7497,26332.0
7498,26255.0
7499,26234.0
7500,26195.0
7501,26116.0
7502,26069.0
7503,26013.0
7504,26010.0
7505,25968.0
7506,25895.0
7507,25828.0
7508,25748.0
7509,25640.0
7510,25621.0
7511,25589.0
7512,25459.0
7513,25449.0
7514,25448.0
7515,25438.0
7516,25386.0
7517,25377.0
7518,25278.0
7519,25230.0
7520,25201.0
7521,25200.0
7522,25158.0
7523,25102.0
7524,24992.0
7525,24970.0
7526,24764.0
7527,24546.0
7528,24411.0
7529,24377.0
7530,24245.0
7531,24215.0
7532,24189.0
7533,24172.0
7534,24156.0
7535,24138.0
7536,24007.0
7537,23966.0
7538,23781.0
7539,23700.0
7540,23646.0
7541,23405.0
7542,23404.0
7543,23305.0
7544,23292.0
7545,23165.0
7546,23157.0
7547,23132.0
7548,23072.0
7549,22963.0
7550,22957.0
7551,22939.0
7552,22877.0
7553,22837.0
7554,22837.0
7555,22804.0
7556,22804.0
7557,22800.0
7558,22800.0
7559,22800.0
7560,22800.0
7561,22780.0
7562,22739.0
7563,22683.0
7564,22455.0
7565,22291.0
7566,22200.0
7567,22200.0
7568,22131.0
7569,22080.0
7570,22064.0
7571,22025.0
7572,21985.0
7573,21933.0
7574,21925.0
7575,21903.0
7576,21833.0
7577,21794.0
7578,21747.0
7579,21745.0
7580,21685.0
7581,21677.0
7582,21672.0
7583,21660.0
7584,21653.0
7585,21620.0
7586,21604.0
7587,21604.0
7588,21602.0
7589,21600.0
7590,21487.0
7591,21451.0
7592,21366.0
7593,21316.0
7594,21153.0
7595,21000.0
7596,20961.0
7597,20933.0
7598,20896.0
7599,20780.0
7600,20777.0
7601,20760.0
7602,20694.0
7603,20539.0
7604,20499.0
7605,20407.0
7606,20400.0
7607,20400.0
7608,20186.0
7609,20136.0
7610,20115.0
7611,20097.0
7612,19963.0
7613,19926.0
7614,19863.0
7615,19799.0
7616,19707.0
7617,19564.0
7618,19519.0
7619,19217.0
7620,19121.0
7621,19092.0
7622,18998.0
7623,18882.0
7624,18749.0
7625,18577.0
7626,18426.0
7627,18424.0
7628,18182.0
7629,18108.0
7630,18005.0
7631,18002.0
7632,18002.0
7633,18001.0
7634,17954.0
7635,17838.0
7636,17828.0
7637,17657.0
7638,17477.0
7639,17387.0
7640,17335.0
7641,17303.0
7642,17280.0
7643,17280.0
7644,17280.0
7645,16869.0
7646,16801.0
7647,16766.0
7648,16711.0
7649,16701.0
7650,16625.0
7651,16549.0
7652,16502.0
7653,16013.0
7654,15755.0
7655,15615.0
7656,15573.0
7657,15351.0
7658,15313.0
7659,15292.0
7660,15134.0
7661,14900.0
7662,14687.0
7663,14684.0
7664,14541.0
7665,14460.0
7666,14415.0
7667,14402.0
7668,14401.0
7669,14188.0
7670,14184.0
7671,14043.0
7672,14008.0
7673,13732.0
7674,13553.0
7675,13103.0
7676,13101.0
7677,12945.0
7678,12927.0
7679,12872.0
7680,12871.0
7681,12835.0
7682,12817.0
7683,12814.0
7684,12781.0
7685,12759.0
7686,12675.0
7687,12625.0
7688,12601.0
7689,12449.0
7690,12447.0
7691,12403.0
7692,12320.0
7693,12280.0
7694,12246.0
7695,12236.0
7696,12156.0
7697,12155.0
7698,11995.0
7699,11873.0
7700,11805.0
7701,11663.0
7702,11656.0
7703,11579.0
7704,11570.0
7705,11432.0
7706,11432.0
7707,11417.0
7708,11317.0
7709,11249.0
7710,11140.0
7711,11138.0
7712,11137.0
7713,11137.0
7714,11007.0
7715,10885.0
7716,10859.0
7717,10857.0
7718,10800.0
7719,10612.0
7720,10325.0
7721,10292.0
7722,10217.0
7723,10178.0
7724,10118.0
7725,9804.0
7726,9725.0
7727,9717.0
7728,9586.0
7729,9511.0
7730,9438.0
7731,9404.0
7732,9132.0
7733,9131.0
7734,9129.0
7735,8991.0
7736,8819.0
7737,8717.0
7738,8703.0
7739,8606.0
7740,8563.0
7741,8389.0
7742,8327.0
7743,8250.0
7744,8122.0
7745,8089.0
7746,8019.0
7747,7981.0
7748,7919.0
7749,7896.0
7750,7782.0
7751,7690.0
7752,7622.0
7753,7622.0
7754,7622.0
7755,7574.0
7756,7482.0
7757,7471.0
7758,7286.0
7759,7208.0
7760,7081.0
7761,6831.0
7762,6717.0
7763,6539.0
7764,6512.0
7765,6498.0
7766,6300.0
7767,6240.0
7768,6177.0
7769,6172.0
7770,6139.0
7771,6119.0
7772,6086.0
7773,5988.0
7774,5967.0
7775,5904.0
7776,5851.0
7777,5594.0
7778,5390.0
7779,5342.0
7780,5316.0
7781,5269.0
7782,5205.0
7783,5159.0
7784,5077.0
7785,5028.0
7786,4944.0
7787,4820.0
7788,4669.0
7789,4665.0
7790,4647.0
7791,4636.0
7792,4548.0
7793,4518.0
7794,4436.0
7795,4191.0
7796,4174.0
7797,4078.0
7798,3808.0
7799,3766.0
7800,3694.0
7801,3686.0
7802,3659.0
7803,3654.0
7804,3617.0
7805,3600.0
7806,3571.0
7807,3498.0
7808,3295.0
7809,3293.0
7810,3018.0
7811,2991.0
7812,2930.0
7813,2914.0
7814,2904.0
7815,2893.0
7816,2890.0
7817,2868.0
7818,2812.0
7819,2623.0
7820,2518.0
7821,2496.0
7822,2496.0
7823,2489.0
7824,2477.0
7825,2361.0
7826,2298.0
7827,2282.0
7828,2272.0
7829,2243.0
7830,2236.0
7831,2137.0
7832,2065.0
7833,2064.0
7834,2046.0
7835,1957.0
7836,1951.0
7837,1912.0
7838,1897.0
7839,1867.0
7840,1851.0
7841,1838.0
7842,1826.0
7843,1813.0
7844,1809.0
7845,1807.0
7846,1701.0
7847,1676.0
7848,1592.0
7849,1573.0
7850,1549.0
7851,1539.0
7852,1530.0
7853,1525.0
7854,1514.0
7855,1481.0
7856,1464.0
7857,1405.0
7858,1399.0
7859,1388.0
7860,1378.0
7861,1327.0
7862,1326.0
7863,1309.0
7864,1285.0
7865,1263.0
7866,1234.0
7867,1163.0
7868,1139.0
7869,1110.0
7870,1081.0
7871,1039.0
7872,1036.0
7873,1030.0
7874,1026.0
7875,1022.0
7876,1015.0
7877,1001.0
7878,993.0
7879,940.0
7880,926.0
7881,885.0
7882,842.0
7883,841.0
7884,832.0
7885,811.0
7886,763.0
7887,761.0
7888,759.0
7889,751.0
7890,728.0
7891,686.0
7892,654.0
7893,650.0
7894,631.0
7895,630.0
7896,601.0
7897,560.0
7898,558.0
7899,553.0
7900,523.0
7901,505.0
7902,492.0
7903,478.0
7904,471.0
7905,459.0
7906,441.0
7907,424.0
7908,414.0
7909,409.0
7910,390.0
7911,387.0
7912,367.0
7913,360.0
7914,359.0
7915,352.0
7916,342.0
7917,338.0
7918,330.0
7919,329.0
7920,326.0
7921,325.0
7922,324.0
7923,322.0
7924,322.0
7925,321.0
7926,320.0
7927,317.0
7928,311.0
7929,311.0
7930,300.0
7931,299.0
7932,291.0
7933,287.0
7934,285.0
7935,282.0
7936,272.0
7937,271.0
7938,254.0
7939,253.0
7940,240.0
7941,237.0
7942,234.0
7943,194.0
7944,187.0
7945,186.0
7946,185.0
7947,183.0
7948,179.0
7949,179.0
7950,179.0
7951,168.0
7952,168.0
7953,168.0
7954,167.0
7955,166.0
7956,166.0
7957,165.0
7958,165.0
7959,164.0
7960,164.0
7961,162.0
7962,156.0
7963,156.0
7964,155.0
7965,155.0
7966,154.0
7967,152.0
7968,147.0
7969,147.0
7970,147.0
7971,145.0
7972,145.0
7973,145.0
7974,145.0
7975,144.0
7976,138.0
7977,137.0
7978,136.0
7979,136.0
7980,134.0
7981,133.0
7982,133.0
7983,132.0
7984,132.0
7985,131.0
7986,131.0
7987,130.0
7988,130.0
7989,128.0
7990,127.0
7991,126.0
7992,126.0
7993,125.0
7994,122.0
7995,121.0
7996,120.0
7997,119.0
7998,119.0
7999,117.0
8000,116.0
8001,116.0
8002,115.0
8003,115.0
8004,115.0
8005,115.0
8006,114.0
8007,113.0
8008,113.0
8009,113.0
8010,112.0
8011,112.0
8012,112.0
8013,111.0
8014,111.0
8015,111.0
8016,111.0
8017,110.0
8018,110.0
8019,109.0
8020,109.0
8021,109.0
8022,108.0
8023,108.0
8024,108.0
8025,108.0
8026,108.0
8027,108.0
8028,108.0
8029,108.0
8030,107.0
8031,107.0
8032,107.0
8033,107.0
8034,107.0
8035,107.0
8036,106.0
8037,106.0
8038,106.0
8039,106.0
8040,105.0
8041,105.0
8042,105.0
8043,105.0
8044,105.0
8045,105.0
8046,104.0
8047,104.0
8048,104.0
8049,104.0
8050,103.0
8051,103.0
8052,103.0
8053,103.0
8054,103.0
8055,102.0
8056,102.0
8057,102.0
8058,102.0
8059,102.0
8060,102.0
8061,101.0
8062,101.0
8063,101.0
8064,101.0
8065,101.0
8066,101.0
8067,101.0
8068,100.0
8069,100.0
8070,100.0
8071,100.0
8072,100.0
8073,100.0
8074,100.0
8075,100.0
8076,100.0
8077,99.0
8078,99.0
8079,99.0
8080,99.0
8081,98.0
8082,98.0
8083,98.0
8084,98.0
8085,98.0
8086,98.0
8087,98.0
8088,98.0
8089,97.0
8090,97.0
8091,97.0
8092,97.0
8093,97.0
8094,96.0
8095,96.0
8096,96.0
8097,95.0
8098,95.0
8099,95.0
8100,95.0
8101,95.0
8102,94.0
8103,94.0
8104,94.0
8105,94.0
8106,94.0
8107,94.0
8108,94.0
8109,94.0
8110,94.0
8111,93.0
8112,93.0
8113,93.0
8114,93.0
8115,93.0
8116,93.0
8117,93.0
8118,92.0
8119,92.0
8120,92.0
8121,92.0
8122,92.0
8123,92.0
8124,92.0
8125,91.0
8126,91.0
8127,91.0
8128,91.0
8129,91.0
8130,91.0
8131,91.0
8132,90.0
8133,90.0
8134,89.0
8135,89.0
8136,89.0
8137,89.0
8138,89.0
8139,89.0
8140,89.0
8141,88.0
8142,88.0
8143,88.0
8144,88.0
8145,87.0
8146,87.0
8147,86.0
8148,86.0
8149,85.0
8150,85.0
8151,85.0
8152,85.0
8153,85.0
8154,85.0
8155,85.0
8156,84.0
8157,84.0
8158,84.0
8159,84.0
8160,84.0
8161,84.0
8162,84.0
8163,84.0
8164,84.0
8165,83.0
8166,83.0
8167,83.0
8168,83.0
8169,83.0
8170,83.0
8171,83.0
8172,82.0
8173,82.0
8174,82.0
8175,82.0
8176,82.0
8177,82.0
8178,82.0
8179,82.0
8180,82.0
8181,82.0
8182,81.0
8183,81.0
8184,81.0
8185,81.0
8186,81.0
8187,80.0
8188,80.0
8189,80.0
8190,80.0
8191,80.0
8192,80.0
8193,80.0
8194,80.0
8195,79.0
8196,79.0
8197,79.0
8198,79.0
8199,79.0
8200,79.0
8201,79.0
8202,79.0
8203,78.0
8204,78.0
8205,78.0
8206,78.0
8207,78.0
8208,77.0
8209,77.0
8210,77.0
8211,77.0
8212,77.0
8213,77.0
8214,77.0
8215,77.0
8216,77.0
8217,77.0
8218,76.0
8219,76.0
8220,76.0
8221,76.0
8222,76.0
8223,76.0
8224,75.0
8225,75.0
8226,75.0
8227,75.0
8228,75.0
8229,74.0
8230,74.0
8231,74.0
8232,74.0
8233,74.0
8234,74.0
8235,74.0
8236,74.0
8237,74.0
8238,74.0
8239,74.0
8240,74.0
8241,74.0
8242,74.0
8243,74.0
8244,73.0
8245,73.0
8246,73.0
8247,72.0
8248,72.0
8249,72.0
8250,72.0
8251,72.0
8252,72.0
8253,72.0
8254,72.0
8255,71.0
8256,71.0
8257,71.0
8258,71.0
8259,71.0
8260,71.0
8261,71.0
8262,71.0
8263,70.0
8264,70.0
8265,70.0
8266,70.0
8267,70.0
8268,70.0
8269,70.0
8270,70.0
8271,70.0
8272,70.0
8273,70.0
8274,69.0
8275,69.0
8276,69.0
8277,69.0
8278,69.0
8279,69.0
8280,69.0
8281,68.0
8282,68.0
8283,68.0
8284,68.0
8285,67.0
8286,67.0
8287,67.0
8288,67.0
8289,67.0
8290,67.0
8291,67.0
8292,66.0
8293,66.0
8294,66.0
8295,66.0
8296,66.0
8297,66.0
8298,66.0
8299,66.0
8300,65.0
8301,65.0
8302,65.0
8303,65.0
8304,65.0
8305,65.0
8306,65.0
8307,65.0
8308,65.0
8309,65.0
8310,65.0
8311,64.0
8312,64.0
8313,64.0
8314,63.0
8315,63.0
8316,63.0
8317,63.0
8318,62.0
8319,62.0
8320,62.0
8321,62.0
8322,62.0
8323,62.0
8324,62.0
8325,61.0
8326,61.0
8327,61.0
8328,61.0
8329,61.0
8330,61.0
8331,61.0
8332,61.0
8333,60.0
8334,60.0
8335,60.0
8336,60.0
8337,60.0
8338,60.0
8339,60.0
8340,60.0
8341,60.0
8342,60.0
8343,60.0
8344,60.0
8345,60.0
8346,59.0
8347,59.0
8348,59.0
8349,59.0
8350,59.0
8351,59.0
8352,59.0
8353,59.0
8354,59.0
8355,59.0
8356,59.0
8357,59.0
8358,58.0
8359,58.0
8360,58.0
8361,58.0
8362,58.0
8363,58.0
8364,58.0
8365,58.0
8366,58.0
8367,58.0
8368,58.0
8369,58.0
8370,57.0
8371,57.0
8372,57.0
8373,57.0
8374,57.0
8375,57.0
8376,57.0
8377,56.0
8378,56.0
8379,56.0
8380,56.0
8381,56.0
8382,56.0
8383,56.0
8384,56.0
8385,56.0
8386,55.0
8387,55.0
8388,54.0
8389,54.0
8390,54.0
8391,54.0
8392,54.0
8393,54.0
8394,54.0
8395,54.0
8396,54.0
8397,54.0
8398,54.0
8399,53.0
8400,53.0
8401,53.0
8402,53.0
8403,53.0
8404,53.0
8405,53.0
8406,53.0
8407,52.0
8408,52.0
8409,52.0
8410,52.0
8411,52.0
8412,52.0
8413,52.0
8414,52.0
8415,52.0
8416,52.0
8417,52.0
8418,52.0
8419,52.0
8420,52.0
8421,52.0
8422,52.0
8423,51.0
8424,51.0
8425,51.0
8426,51.0
8427,51.0
8428,51.0
8429,50.0
8430,50.0
8431,50.0
8432,50.0
8433,50.0
8434,50.0
8435,49.0
8436,49.0
8437,49.0
8438,49.0
8439,49.0
8440,49.0
8441,49.0
8442,49.0
8443,49.0
8444,49.0
8445,49.0
8446,49.0
8447,48.0
8448,48.0
8449,48.0
8450,48.0
8451,48.0
8452,48.0
8453,48.0
8454,47.0
8455,47.0
8456,47.0
8457,47.0
8458,47.0
8459,47.0
8460,47.0
8461,47.0
8462,47.0
8463,47.0
8464,47.0
8465,46.0
8466,46.0
8467,46.0
8468,46.0
8469,46.0
8470,46.0
8471,46.0
8472,46.0
8473,46.0
8474,46.0
8475,46.0
8476,46.0
8477,46.0
8478,46.0
8479,46.0
8480,46.0
8481,45.0
8482,45.0
8483,45.0
8484,45.0
8485,45.0
8486,45.0
8487,45.0
8488,45.0
8489,45.0
8490,45.0
8491,45.0
8492,45.0
8493,45.0
8494,45.0
8495,44.0
8496,44.0
8497,44.0
8498,44.0
8499,44.0
8500,44.0
8501,44.0
8502,44.0
8503,44.0
8504,44.0
8505,44.0
8506,44.0
8507,44.0
8508,44.0
8509,44.0
8510,44.0
8511,44.0
8512,43.0
8513,43.0
8514,43.0
8515,43.0
8516,43.0
8517,43.0
8518,43.0
8519,43.0
8520,43.0
8521,43.0
8522,43.0
8523,43.0
8524,43.0
8525,43.0
8526,43.0
8527,43.0
8528,42.0
8529,42.0
8530,42.0
8531,42.0
8532,42.0
8533,42.0
8534,42.0
8535,42.0
8536,42.0
8537,42.0
8538,42.0
8539,42.0
8540,42.0
8541,41.0
8542,41.0
8543,41.0
8544,41.0
8545,41.0
8546,41.0
8547,40.0
8548,40.0
8549,40.0
8550,40.0
8551,40.0
8552,40.0
8553,40.0
8554,40.0
8555,40.0
8556,40.0
8557,40.0
8558,40.0
8559,40.0
8560,39.0
8561,39.0
8562,39.0
8563,39.0
8564,39.0
8565,39.0
8566,39.0
8567,38.0
8568,38.0
8569,38.0
8570,38.0
8571,38.0
8572,38.0
8573,38.0
8574,38.0
8575,38.0
8576,38.0
8577,38.0
8578,37.0
8579,37.0
8580,37.0
8581,37.0
8582,37.0
8583,37.0
8584,37.0
8585,37.0
8586,37.0
8587,37.0
8588,37.0
8589,37.0
8590,37.0
8591,36.0
8592,36.0
8593,36.0
8594,36.0
8595,36.0
8596,36.0
8597,36.0
8598,35.0
8599,35.0
8600,35.0
8601,35.0
8602,35.0
8603,35.0
8604,35.0
8605,35.0
8606,35.0
8607,35.0
8608,35.0
8609,35.0
8610,35.0
8611,34.0
8612,34.0
8613,34.0
8614,34.0
8615,34.0
8616,34.0
8617,34.0
8618,34.0
8619,34.0
8620,34.0
8621,34.0
8622,34.0
8623,34.0
8624,33.0
8625,33.0
8626,33.0
8627,33.0
8628,33.0
8629,33.0
8630,33.0
8631,33.0
8632,33.0
8633,33.0
8634,33.0
8635,32.0
8636,32.0
8637,32.0
8638,32.0
8639,31.0
8640,31.0
8641,31.0
8642,31.0
8643,31.0
8644,30.0
8645,30.0
8646,30.0
8647,30.0
8648,30.0
8649,30.0
8650,30.0
8651,30.0
8652,30.0
8653,30.0
8654,30.0
8655,30.0
8656,30.0
8657,29.0
8658,29.0
8659,29.0
8660,29.0
8661,29.0
8662,29.0
8663,28.0
8664,28.0
8665,28.0
8666,28.0
8667,28.0
8668,28.0
8669,28.0
8670,28.0
8671,28.0
8672,28.0
8673,27.0
8674,27.0
8675,27.0
8676,27.0
8677,27.0
8678,27.0
8679,27.0
8680,26.0
8681,26.0
8682,26.0
8683,26.0
8684,26.0
8685,26.0
8686,26.0
8687,26.0
8688,25.0
8689,25.0
8690,25.0
8691,25.0
8692,25.0
8693,25.0
8694,25.0
8695,25.0
8696,25.0
8697,25.0
8698,25.0
8699,25.0
8700,25.0
8701,24.0
8702,24.0
8703,24.0
8704,23.0
8705,23.0
8706,23.0
8707,23.0
8708,23.0
8709,22.0
8710,22.0
8711,22.0
8712,22.0
8713,22.0
8714,22.0
8715,22.0
8716,22.0
8717,21.0
8718,21.0
8719,21.0
8720,21.0
8721,21.0
8722,21.0
8723,21.0
8724,21.0
8725,21.0
8726,21.0
8727,21.0
8728,21.0
8729,20.0
8730,20.0
8731,19.0
8732,19.0
8733,19.0
8734,19.0
8735,18.0
8736,18.0
8737,18.0
8738,17.0
8739,17.0
8740,17.0
8741,17.0
8742,17.0
8743,17.0
8744,16.0
8745,16.0
8746,16.0
8747,15.0
8748,15.0
8749,15.0
8750,14.0
8751,14.0
8752,14.0
8753,14.0
8754,14.0
8755,14.0
8756,14.0
8757,14.0
8758,13.0
8759,13.0
8760,13.0
8761,13.0
8762,12.0
8763,11.0
8764,10.0
8765,10.0
8766,10.0
8767,9.0
8768,8.0
8769,8.0
8770,8.0
8771,8.0
8772,7.0
8773,7.0
8774,6.0
8775,5.0
8776,4.0
8777,4.0
8778,4.0
8779,4.0
8780,3.0
8781,3.0
8782,3.0
8783,3.0
8784,3.0
8785,2.0
8786,2.0
8787,2.0
8788,2.0
8789,2.0
8790,2.0
8791,2.0
8792,2.0
8793,2.0
8794,2.0
8795,2.0
8796,2.0
8797,1.0
8798,1.0
8799,1.0
8800,1.0
8801,1.0
8802,1.0
8803,1.0
8804,1.0
8805,0.0
8806,0.0
8807,0.0
8808,0.0
8809,0.0
8810,0.0
8811,0.0
8812,0.0
8813,0.0
8814,0.0
8815,-7.0
8816,-20.0
8817,-27.0
8818,-29.0
8819,-60.0
8820,-60.0
8821,-86.0
8822,-97.0
8823,-120.0
8824,-148.0
8825,-201.0
8826,-209.0
8827,-231.0
8828,-246.0
8829,-248.0
8830,-248.0
8831,-253.0
8832,-257.0
8833,-261.0
8834,-266.0
8835,-270.0
8836,-282.0
8837,-289.0
8838,-296.0
8839,-360.0
8840,-362.0
8841,-363.0
8842,-442.0
8843,-451.0
8844,-498.0
8845,-499.0
8846,-520.0
8847,-524.0
8848,-540.0
8849,-543.0
8850,-548.0
8851,-571.0
8852,-576.0
8853,-618.0
8854,-629.0
8855,-672.0
8856,-771.0
8857,-774.0
8858,-795.0
8859,-800.0
8860,-807.0
8861,-817.0
8862,-869.0
8863,-890.0
8864,-925.0
8865,-974.0
8866,-1013.0
8867,-1027.0
8868,-1151.0
8869,-1169.0
8870,-1292.0
8871,-1487.0
8872,-1505.0
8873,-1529.0
8874,-1550.0
8875,-1644.0
8876,-1800.0
8877,-1858.0
8878,-1953.0
8879,-1966.0
8880,-1979.0
8881,-2097.0
8882,-2104.0
8883,-2196.0
8884,-2234.0
8885,-2339.0
8886,-2374.0
8887,-2445.0
8888,-2499.0
8889,-2588.0
8890,-2640.0
8891,-2681.0
8892,-2688.0
8893,-2700.0
8894,-2700.0
8895,-2701.0
8896,-3014.0
8897,-3068.0
8898,-3108.0
8899,-3307.0
8900,-3376.0
8901,-3489.0
8902,-3507.0
8903,-3521.0
8904,-3533.0
8905,-3543.0
8906,-3543.0
8907,-3572.0
8908,-3574.0
8909,-3600.0
8910,-3600.0
8911,-3667.0
8912,-3722.0
8913,-3748.0
8914,-4033.0
8915,-4068.0
8916,-4246.0
8917,-4710.0
8918,-4726.0
8919,-4824.0
8920,-5150.0
8921,-5161.0
8922,-5229.0
8923,-5307.0
8924,-5349.0
8925,-5393.0
8926,-5400.0
8927,-5471.0
8928,-5480.0
8929,-5662.0
8930,-5683.0
8931,-5736.0
8932,-5769.0
8933,-5871.0
8934,-5909.0
8935,-6035.0
8936,-6256.0
8937,-6500.0
8938,-6523.0
8939,-6558.0
8940,-6638.0
8941,-6725.0
8942,-6833.0
8943,-6872.0
8944,-6914.0
8945,-6951.0
8946,-6989.0
8947,-6990.0
8948,-7014.0
8949,-7016.0
8950,-7146.0
8951,-7183.0
8952,-7198.0
8953,-7199.0
8954,-7233.0
8955,-7346.0
8956,-7519.0
8957,-7611.0
8958,-8035.0
8959,-8070.0
8960,-8121.0
8961,-8567.0
8962,-8611.0
8963,-8660.0
8964,-8722.0
8965,-8788.0
8966,-8892.0
8967,-8905.0
8968,-9011.0
8969,-9178.0
8970,-9208.0
8971,-9357.0
8972,-9507.0
8973,-9703.0
8974,-9732.0
8975,-9862.0
8976,-9884.0
8977,-9894.0
8978,-9907.0
8979,-10153.0
8980,-10292.0
8981,-10333.0
8982,-10396.0
8983,-10574.0
8984,-10679.0
8985,-10705.0
8986,-10717.0
8987,-10799.0
8988,-10800.0
8989,-10800.0
8990,-10923.0
8991,-11087.0
8992,-11090.0
8993,-11100.0
8994,-11167.0
8995,-11468.0
8996,-11514.0
8997,-11522.0
8998,-11546.0
8999,-11680.0
9000,-11760.0
9001,-11800.0
9002,-11817.0
9003,-12002.0
9004,-12154.0
9005,-12158.0
9006,-12191.0
9007,-12194.0
9008,-12235.0
9009,-12411.0
9010,-12600.0
9011,-12699.0
9012,-12795.0
9013,-12983.0
9014,-13028.0
9015,-13155.0
9016,-13330.0
9017,-13340.0
9018,-13569.0
9019,-13739.0
9020,-13899.0
9021,-13997.0
9022,-14007.0
9023,-14042.0
9024,-14237.0
9025,-14247.0
9026,-14303.0
9027,-14400.0
9028,-14440.0
9029,-14572.0
9030,-14638.0
9031,-14889.0
9032,-14983.0
9033,-14995.0
9034,-15143.0
9035,-15329.0
9036,-15353.0
9037,-15570.0
9038,-15898.0
9039,-15936.0
9040,-16200.0
9041,-16249.0
9042,-16383.0
9043,-16440.0
9044,-16598.0
9045,-16623.0
9046,-16645.0
9047,-16761.0
9048,-16863.0
9049,-16876.0
9050,-17013.0
9051,-17023.0
9052,-17381.0
9053,-17420.0
9054,-17427.0
9055,-17431.0
9056,-17458.0
9057,-17552.0
9058,-17626.0
9059,-17706.0
9060,-17948.0
9061,-17959.0
9062,-17967.0
9063,-17968.0
9064,-17970.0
9065,-17970.0
9066,-17971.0
9067,-17974.0
9068,-17975.0
9069,-17975.0
9070,-17976.0
9071,-17977.0
9072,-17978.0
9073,-17979.0
9074,-17980.0
9075,-17981.0
9076,-17982.0
9077,-17983.0
9078,-17984.0
9079,-17985.0
9080,-17986.0
9081,-17987.0
9082,-17987.0
9083,-17988.0
9084,-17989.0
9085,-17991.0
9086,-17992.0
9087,-17993.0
9088,-17993.0
9089,-17994.0
9090,-17995.0
9091,-17996.0
9092,-17997.0
9093,-18116.0
9094,-18192.0
9095,-18256.0
9096,-18325.0
9097,-18342.0
9098,-19214.0
9099,-19254.0
9100,-19315.0
9101,-19549.0
9102,-19702.0
9103,-19921.0
9104,-19933.0
9105,-20216.0
9106,-20673.0
9107,-20700.0
9108,-21007.0
9109,-21209.0
9110,-21479.0
9111,-21576.0
9112,-21847.0
9113,-22123.0
9114,-22136.0
9115,-23071.0
9116,-23742.0
9117,-24398.0
9118,-24565.0
9119,-24596.0
9120,-24689.0
9121,-24774.0
9122,-24954.0
9123,-25188.0
9124,-25196.0
9125,-25196.0
9126,-25508.0
9127,-25687.0
9128,-26047.0
9129,-26437.0
9130,-26592.0
9131,-27088.0
9132,-27327.0
9133,-27698.0
9134,-28795.0
9135,-28814.0
9136,-29013.0
9137,-29075.0
9138,-30662.0
9139,-30815.0
9140,-31443.0
9141,-31630.0
9142,-32955.0
9143,-33583.0
9144,-33906.0
9145,-33950.0
9146,-34707.0
9147,-34926.0
9148,-36101.0
9149,-36360.0
9150,-36574.0
9151,-36933.0
9152,-36986.0
