,TW_NO,USER_NAME,TW_TIME,TW_TEXT,FAV,RT
7096,1517657000481632256,curryzawakaoru,2022-04-23 09:10:00+00:00,今週末は『ひとりでしにたい』更新あります！🎆単行本重版🏆を祝い、日曜正午までに先読み第50話へ課金も乙ですよ。 https://t.co/9CwCcobbHb地雷とナスダをめぐる考察（with妄想）、どんどん読み手を刺し… https://t.co/bsqQrUhT1N,22,11
7097,1517656996132007937,uminoyumemichi,2022-04-23 09:09:59+00:00,朝起きたらおぱんつ血まみれ現象心臓に悪いんで、○月□日の正午に始まりますって言っといてほしい,0,0
7098,1517656970966466560,CAPBOY_by_TOM,2022-04-23 09:09:53+00:00,#4月23日 (土) 正午発表まで⚠️⚠️⚠️ #あと3時間 ⏳⚠️⚠️⚠️#ついに帰ってくる 堀江美穂✨✨✨#震えて待て 🫣祈祷師のマー先生の祈りが通じたのか🤔 https://t.co/UqmgRiRDc0,16,0
7099,1517656759699054592,goguynet_osaka,2022-04-23 09:09:02+00:00,2022年4月22日（金）、正午より、四天王寺で聖徳太子1400年御聖忌慶讃大法会の結願法要「聖霊会」がかつて https://t.co/0pAYMmjW76,1,2
7100,1517655893990526976,rkrkrakuten,2022-04-23 09:05:36+00:00,シャープ プラズマクラスター 空気清浄機 加湿空気清浄機 ウイルス対策 花粉対策 加湿器 プラズマクラスター7000 KC-30T6 平日正午までの注文で即日出荷！【あす楽】楽天最安値に挑戦中！ [楽天]… https://t.co/QkHegHQxqT,0,0
7101,1517655891574550529,EBeFM888,2022-04-23 09:05:35+00:00,【Saturday Radio Lovers】毎週土曜日の正午から3時間お送りしているサタラブ📻️橋本朋子と葛巻舞香で賑やかにお送りします☀️0時30分からは高橋怜子Alice in wonder sea、1時30分からは石川シュ… https://t.co/ghhGHkYucP,4,1
7102,1517655772913569792,EBeFM888,2022-04-23 09:05:07+00:00,【Saturday Radio Lovers】毎週土曜日の正午から3時間お送りしているサタラブ📻️橋本朋子と葛巻舞香で賑やかにお送りします☀️0時30分からは高橋怜子Alice in wonder sea、1時30分からは石川シュ… https://t.co/dm5Yg9i1u2,6,1
7103,1517655198507884549,kbsgs_akashi,2022-04-23 09:02:50+00:00,おはようさん。この時間に起きれた主はんは健康で文化的な生活ボーナス獲得や。一先ずなんか口に入れて、顔でも洗い。二度寝もええけど、正午までやで,0,0
7104,1517654554002661376,dadadaiHohDA,2022-04-23 09:00:16+00:00,それでは正午あたりまで落ちますわ,1,0
7105,1517654547422117888,you_Tnaka,2022-04-23 09:00:15+00:00,今年度の変更点として、現地ライブ前は酒飲まないを意識していこうと思っているのですが、正午の昼飯以前なら飲んでもいいに規制緩和することにしました,5,0
7106,1517654495219826688,yamitera_,2022-04-23 09:00:02+00:00,チェキ予約締切本日正午までに延長致します！よろしくお願い致します。 https://t.co/hEtd6zjBEU,8,3
7107,1517654488055644160,Konkatsu_San,2022-04-23 09:00:01+00:00,本日4/23(土)は正午～夜9時迄。予防対策を徹底し対応させて頂きます。 東京都のリバウンド警戒期間は5/22(日)まで延長となりました!! SNS系、結婚情報サービス系で婚活し、進展しない女性大歓迎。 #時は待ってくれません 結… https://t.co/5RhAMfIo7f,2,1
7108,1517654483546910725,UNDFTD_JP,2022-04-23 09:00:00+00:00,抽選エントリー受付中！※22年4月24日(日)正午12:00までNIKE AIR FORCE 1 MID “COPY / PASTE”DQ8645-045既存のAF1を大胆アレンジ！周囲と差がつく一足です。▼詳細… https://t.co/ngFmbCzA6U,8,0
7109,1517654287853420544,shitiho,2022-04-23 08:59:13+00:00,これから鑑賞なので、正午過ぎにまた浮上します！,0,0
7110,1517654185373626368,shizuokaochaya,2022-04-23 08:58:49+00:00,いらっしゃいませ！ 9時、開店です。正午まで。ご来店、お待ちしております(^^),1,0
7111,1517654026052988928,KasaiSuizokuen,2022-04-23 08:58:11+00:00,【GW中の入園について】4月29日（金）～5月8日（日）のゴールデンウィーク期間は、どなたも事前予約の整理券が必要です！4月23日（土）正午から予約開始です。詳しくはこちら→https://t.co/GN5aNjNC4q… https://t.co/ZIsgeIX00h,144,21
7112,1517653968700461057,kagura_okitabot,2022-04-23 08:57:57+00:00,神楽「眠いアル」沖田「昨日何時に寝たんでィ？」神楽「１２時くらいネ」沖田「まあ、普通の方じゃねぇか」神楽「…正午のナ」沖田「え？」神楽「正午アル」沖田「……寝すぎだろィ」,0,0
7113,1517653704152821760,foryourdreame,2022-04-23 08:56:54+00:00,【読書メーターの本のプレゼントに応募しました】注目の新鋭、安壇美緒が想像を超えた感動へ読者を誘う、心震える”スパイ×音楽小説”『ラブカは静かに弓を持つ』を10名様に。応募受付は4月28日(木)の正午まで。応募はこちらから→… https://t.co/RONOpmjnam,1,0
7114,1517653076714442753,LocoHoshiyomiya,2022-04-23 08:54:24+00:00,おはようございます☀丙午日おはようございます丙は太陽、午は南「正」が付くと正午。午は6月夏至がある月。強烈な太陽のエネルギーを表します。影響力を与えますしどうしても目立ってしまうのがこの生まれ1966年銭形平次、ウル… https://t.co/M2FjmAcpJn,13,0
7115,1517652716524167170,yume_wed21,2022-04-23 08:52:58+00:00,本日は作詞投稿です、正午、Instagram待機で宜しくお願い致します！https://t.co/LOIu2n3Lat季節柄命についてです,73,3
7116,1517652499410612225,real_milchan,2022-04-23 08:52:07+00:00,いつツイートしようが、私が正午と言えば正午ミル。モンクアッカ？,0,0
7117,1517652387481415680,koichil,2022-04-23 08:51:40+00:00,うげ、明日って正午前後は雨かよ。まほプリショー晴れで見てえんだが…。てかアレ屋内なの？外なの？まぁ今日のスイプリショー視察でわかることか。,0,0
7118,1517651852300460032,sarikoto,2022-04-23 08:49:32+00:00,アンソニー・ファウチに死刑宣告4月19日のアメリカ東部時間正午12時グアンタナモにてアンソニーファウチに死刑判決が下された。世界中でワクチン接種を強要、奨励している原点がここにあるので心が痛む。日本政府もこのことを知っているとし… https://t.co/J5j6JcXRP7,3,1
7119,1517650271060434944,popochan_11miyo,2022-04-23 08:43:15+00:00,スジャータ　スジャータ褐色の恋人　スジャータのめいらくが正午をお知らせしますポーーーン,1,0
7120,1517650263536209920,Smart_Toss_PPT,2022-04-23 08:43:14+00:00,アルル「ご主人様、今日の正午からクロールクシティにてドラマの収録がありますけれど、お時間は大丈夫なのですか？」,0,0
7121,1517649251802701825,imoonlighty,2022-04-23 08:39:12+00:00,Super Idol的笑容 都没你的甜 八月正午的阳光 都没你耀眼 热爱 105 °C的你 滴滴清纯的蒸馏水,3,1
7122,1517649065445494785,KANON_44,2022-04-23 08:38:28+00:00,【読書メーターの本のプレゼントに応募しました】注目の新鋭、安壇美緒が想像を超えた感動へ読者を誘う、心震える”スパイ×音楽小説”『ラブカは静かに弓を持つ』を10名様に。応募受付は4月28日(木)の正午まで。応募はこちらから→… https://t.co/ogY1lD3hew,0,0
7123,1517648869143703552,ganatia01,2022-04-23 08:37:41+00:00,今日現地は正午くらいを目安に向かいます,0,0
7124,1517648854719492097,mdfujita,2022-04-23 08:37:38+00:00,＃新型コロナウイルス肺炎 4/23 上海市金山区。一足先に動態ゼロコロナ達成が有力視されている区。4/23から再度全区民PCR検査、検体採取は4/24正午までに終える計画。金山区の人口は82万人、因みに浦東新区は560万人。https://t.co/ZP3WTIUJ7V,10,2
7125,1517648750029996037,KANON_44,2022-04-23 08:37:13+00:00,【読書メーターの本のプレゼントに応募しました】 壊れそうな私を、君が救ってくれた。 第5回野いちご大賞大賞受賞の感動作！ 丸井とまと『青春ゲシュタルト崩壊』を10名様に。応募受付は4月25日(月)の正午まで。応募はこちらから→… https://t.co/zSXoZIeZQt,0,0
7126,1517647946774646784,_Ogami_O_kami,2022-04-23 08:34:01+00:00,おはようございます！夜廻三配信、ご視聴ありがとうございました。難しくて今後が不安になってますがクリアまでメインで配信やらせていただきたいと思います＾＾ワンワンパニックは癒し！🐶もし時間ができたら、本日正午前後からM… https://t.co/oK0iIaUEr1,26,2
7127,1517647701818904577,Owner_0430,2022-04-23 08:33:03+00:00,かなり眠ってしまったな。原因は昨日の…いや、思い出すのはやめよう…せっかくの休みだが！生憎僕には正午から仕事があるんだ。頑張らねばな…旅人達はゆっくり休むといい。,11,0
7128,1517647552900136961,nogiclo4619,2022-04-23 08:32:27+00:00,おはようございます☀️今日正午にバスラチケットの一般販売がスタートしますね🔥より多くの人が参戦出来るようにしっかり自分の券だけを掴んで欲しいものです😉今週北海道に桜前線が上陸した！😄今日札幌の開花予想日だしちょっと探しに行… https://t.co/3bO0ovpEUm,11,0
7129,1517647405935894528,akiras21_,2022-04-23 08:31:52+00:00,【業務連絡】本日正午発売ですhttps://t.co/i9EkyuFVlM,28,6
7130,1517646522334146565,kotologue,2022-04-23 08:28:22+00:00,私の神推しカフェ「#ナナイロフルウツ」さん♪#興福寺 さんの鐘が鳴る、正午12時がナナイロフルウツさんのOPEN時間！！※たま～に変更あり。インスタ要チェック写真は「ごろごろ苺のソーダ」撮影した場所は、興福寺さんの… https://t.co/ay5qHg7ojt,0,0
7131,1517646042136981505,Kasama_Tokyo,2022-04-23 08:26:27+00:00,本日は二の午です。当社の御祭神である宇迦之御魂神がご降臨されたのが２月の最初の午の日であった事から、午の日がご縁日とされています。午は方角では南、時間では正午を表し、陽気の盛んなことを示しています。#笠間稲荷 #東京… https://t.co/Me1PBU9wah,46,7
7132,1517645754026049536,sho129_128maimi,2022-04-23 08:25:18+00:00,紫耀くんとのビデオ電話何回しても(  ´͈ ᵕ `͈ )ﾃﾞﾚ♡25日正午までなんて寂しすぎる😢King &amp; Prince / Lovin' you / 踊るように人生を。 / 恋降る月夜に君想ふ / Magic Touch,27,21
7133,1517645567715065856,telpher_prj,2022-04-23 08:24:34+00:00,朝霧式ごあいさつはこれっ朝→おはるは昼→こんちるは夜→こんばるは正午→ひるは24時→よるは寝る→おやるは使ってご挨拶してくれたら嬉しいかもっ♪#朝霧てるは #定期お知らせ,0,0
7134,1517643370490859521,mabataqi,2022-04-23 08:15:50+00:00,朝、どれだけ食べても正午頃には頭の使い過ぎで腹が鳴るくらいの仕事量 https://t.co/dSOIftTG0d,6,0
7135,1517643339880796160,ThisIsPhotoCa,2022-04-23 08:15:43+00:00,フォトカ。で作った出産報告ポストカード。平日の正午までにご注文（ご入金）の場合、即日発送いたします♥　#結婚報告はがき #引越報告はがき #出産報告はがき #アプリ  https://t.co/6AdlRNKmsn,0,0
7136,1517643127661928448,GameOnlyMan,2022-04-23 08:14:52+00:00,おはようございます朝の宣伝です爆裂令嬢クーリャちゃんの物語をどうぞ爆裂令嬢（ボンバーガール）は、あきらめない～科学チートで乙女ゲームを攻略するの！　アタシを追放した悪徳貴族は後悔しても、もう遅い！！～… https://t.co/WBKpY684Nj,0,0
7137,1517642718905700353,sansu_south,2022-04-23 08:13:15+00:00,バターズくんは家から12km離れたスーパーにお遣いを頼まれ、正午に分速60mの速さで出発し、途中の公園で1時間休憩した後買い物リストをお家に忘れたため分速350mで家に戻り2時間掛けてリストを探し、再び分速60mでスーパーに向かいました。この時のバターズくんの心情を述べよ。,0,0
7138,1517641884864159744,waku_comic,2022-04-23 08:09:56+00:00,今日の正午に「シマタニくん」アップします〜よ〜〜ろぴっ✨✨ https://t.co/qHY3tkjQvO,6,0
7139,1517641123585736704,al2o3__17,2022-04-23 08:06:54+00:00,「月の満ち欠け」　佐藤正午岩波さんから出版されているという事で「難しくないかな？」と不安だったが、すんなりと読めた。よくある設定の筈なのに、とても緻密に作り込まれていて飽きずに読めた。佐藤さんの別の作品も読んでみたい。 https://t.co/GoVNCP2aMv,0,0
7140,1517641058850865152,mshrnkdm,2022-04-23 08:06:39+00:00,【お知らせ】いつもお世話になっております。ヨアケノ珈琲の受注は本日正午より開始いたします。今週はブレンド2種/ゲイシャ/デカフェ/シャンリーの取り扱いとなります。宜しくお願いいたします！… https://t.co/myTM49VpPD,1,0
7141,1517640882459058177,nico_nico_pedia,2022-04-23 08:05:57+00:00,【お知らせ】「超会議期間中に大百科で編集を体験してみませんか？」に関しまして、4/23朝までに申請のあった方の編集権限を開放しました。※ログイン状態で大百科を閲覧した事がないと付与不能なのでご注意、募集は5/2正午まで企画内容… https://t.co/p96K305FE9,6,2
7142,1517640545065385984,MasaRin41685345,2022-04-23 08:04:36+00:00,古川禎久法務大臣5/2(月) 正午より法務省前でオレンジアクションが実施されます国民の声を是非 聞いて下さい！ https://t.co/FU6oOWEWjD https://t.co/9YFtIhb3JQ,7,1
7143,1517640228369952768,masaki_yamasta,2022-04-23 08:03:21+00:00,おはようございます！今日はマジックウェイブ開局記念日！新作のゆまらじはどこのコーナーで流れるか把握していないので、正午からの1時間の特番を全部聴いて頂くと嬉しいです！本日もよろしくお願いします！#ゆまらじ2022… https://t.co/1rgxYWgpVC,31,21
7144,1517640201329590272,yk3974smlv,2022-04-23 08:03:15+00:00,#FANNSTAR4/23(土)本日正午時点での #ATEEZ の目標数は90万票🔥今日も頑張ろうね💪✅1日で★200以上貯められる方↓★200だけ投票して4G+回収したら残りは来週月曜午後のために貯金を🔥✅1… https://t.co/RDsKDnsjXV,32,25
7145,1517638110125113344,kamefox1,2022-04-23 07:54:56+00:00,正午にキル集あげる,6,0
7146,1517637966205652993,ATEAM_WEW,2022-04-23 07:54:22+00:00,／📢さぁ明日は㊗️旗揚げ５周年記念興行👊❗️＼✨『旗揚げ５周年記念興行』✨📅4月24日(日)北千住ホワイトスタジオ【前日直前情報】https://t.co/mxDztILx4L試合開始は12時30分❗開場は正… https://t.co/9KqBuXxWHy,6,4
7147,1517635925135990784,n0nno1209,2022-04-23 07:46:15+00:00,今日の正午から観たくてたまらなかった『警部補佃次郎21』がある！！ちなみにBS日テレ！！可愛ゆくてえちえちな一生さんが確認できると予想！！わくわく,2,0
7148,1517635152372854784,yume0523sho,2022-04-23 07:43:11+00:00,King &amp; Prince 9th SGLovin' you / 踊るように人生を。CDに付いてる特典の期間限定動画は4/25(月)正午12時まで❣️見忘れたら絶対泣いちゃうやつ😭忘れてる人いませんかー❓詳しくは⬇https://t.co/1dCU3giFD6,4,3
7149,1517634536112533504,astro_3,2022-04-23 07:40:44+00:00,本日４月２３日の放送はアンディ・ウォーホルの女神、ニコNicoのソロアルバムを特集します♪正午から。↓PC、スマホからサイマル放送でどうぞ。https://t.co/w6m2IC9Rir#mysticsoundtravel… https://t.co/Mt0y0is3Ex,0,1
7150,1517634327349436416,shotenana,2022-04-23 07:39:54+00:00,正午に新刊告知させていただきます〜👍,2,0
7151,1517634206569951232,sesser_tackmer_,2022-04-23 07:39:25+00:00,皆さまおはゆ。さぁ土曜。今日は完全に告知です。本日正午のツイートもぜひご覧ください。最近の中でも特に手塩にかけたツイートです。皆様の気付きになれば幸いです。今日のラッキーアクションはこちら→「本日正午のあべゆツイートをみる」よろしくお願いします！#おは戦40423ad,34,1
7152,1517632618355134464,asobo_bacara,2022-04-23 07:33:07+00:00,巻き込みプレゼント企画〜休日早起きは三文の徳〜フォロー@asobo_bacara @wrm___69 リツイート500PayPay×2名〆切　正午,308,734
7153,1517632509944930304,asobo_bacara,2022-04-23 07:32:41+00:00,巻き込みプレゼント企画〜休日早起きは三文の徳〜フォロー@asobo_bacara @1978Kk110 リツイート500PayPay×2名〆切　正午,273,656
7154,1517632438943752192,asobo_bacara,2022-04-23 07:32:24+00:00,巻き込みプレゼント企画〜休日早起きは三文の徳〜フォロー@asobo_bacara @aya_yan0919 リツイート500PayPay×2名〆切　正午,262,626
7155,1517632338112696320,asobo_bacara,2022-04-23 07:32:00+00:00,巻き込みプレゼント企画〜休日早起きは三文の徳〜フォロー@asobo_bacara @Aki0706 リツイート500PayPay×2名〆切　正午,264,682
7156,1517631836809179136,appy_automata,2022-04-23 07:30:00+00:00,人間さん達、おはアピィです☀4月23日、今日の #おはアピクイズ は世界図書デーにちなんだ問題です。Q：世界で一番出版された本は？ヒント：ビジネスホテルにも置いていますね。正解は正午に発表しますね。今日もはっぴねすと… https://t.co/BnLZHz4ZdY,30,1
7157,1517631148633260032,yansafx83,2022-04-23 07:27:16+00:00,#FX #兼業トレーダーおはようございます。昨日は正午過ぎに EURUSDを利確した後、金曜日は苦手なので取引を終了しました。終わってみれば綺麗なH&amp;Sワントップのプルバックに見えます。わかりやすいチャートパターンでした。皆様良い週末をお過ごしください。,10,0
7158,1517630414403551232,333music,2022-04-23 07:24:21+00:00,【本日の正午、『With ROCK〜vol.007〜』メイキング動画を公開します】おはようございます本日の正午(12:00)に『With ROCK〜vol.007〜』のメイキング動画をアップしますアップしましたらツイートしますのでぜひご覧になってくださいませ😃,9,2
7159,1517626968581505024,ZEKE41481311,2022-04-23 07:10:40+00:00,「弾道ミサイル発射時刻は3月16日午前9時30分頃。この日の打ち上げは「失敗した」…」発射直後の高度20㎞以下でな🙄「写真撮影が行われたのは、3月16日のミサイル発射から約2時間30分後の正午過ぎだった」問題あるか？🤔… https://t.co/gNYH9QrEUl,4,0
7160,1517625789860114432,hitonoikusei115,2022-04-23 07:05:59+00:00,【読書メーターの本のプレゼントに応募しました】注目の新鋭、安壇美緒が想像を超えた感動へ読者を誘う、心震える”スパイ×音楽小説”『ラブカは静かに弓を持つ』を10名様に。応募受付は4月28日(木)の正午まで。応募はこちらから→… https://t.co/YsRAhuipyj,5,0
7161,1517625646046134272,zecfar,2022-04-23 07:05:24+00:00,雨が降り出す正午前にやるべきこと片付けよう。降りだしたらもう来週末まで続くみたいから何もできんくなる！,0,0
7162,1517625341208334336,rituritu0802,2022-04-23 07:04:12+00:00,新鮮をな花を買うには朝早く花屋に行けばいいかというと、そうではありません。 　魚の市場と違って、花の競り市は正午近くに終わる場合が多いので、早朝よりも午後２時過ぎの方が、元気な花がそろっています,0,0
7163,1517625253794816001,b2sHSiOsgHy5t6q,2022-04-23 07:03:51+00:00,おはようございます😤今日は正午から10thバスラの一般発売がスタートします👍チャンスは少ないと思いますが全力を尽くそうと思います！！ https://t.co/vcG0AGr7CW,25,0
7164,1517624482252398594,horo_forecaster,2022-04-23 07:00:47+00:00,本日正午時点での月齢: 21.9下弦の月 https://t.co/0KkbZNunLO,1,1
7165,1517624474593796096,kyoro0124,2022-04-23 07:00:45+00:00,おはよーー今日の正午から禁忌！オーブは全部回収したい！,2,0
7166,1517624441890516993,amds_kumejimaOk,2022-04-23 07:00:37+00:00,久米島(沖縄県) 2022年4月23日(土): 今日の日の出は 6:02、日の入りは19:01。日南中時は12:31:11。なお正午月齢は21.9です。,0,0
7167,1517624434353336321,ktgdy331,2022-04-23 07:00:35+00:00,鹿児島(鹿児島県) 2022年4月23日(土): 今日の日の出は 5:41、日の入りは18:52。日南中時は12:16:12。なお正午月齢は21.9です。,0,0
7168,1517624425121681408,amd58622775,2022-04-23 07:00:33+00:00,長崎(長崎県) 2022年4月23日(土): 今日の日の出は 5:41、日の入りは18:57。日南中時は12:18:56。なお正午月齢は21.9です。,0,0
7169,1517624421338386432,amds_shimonosek,2022-04-23 07:00:32+00:00,下関(山口県) 2022年4月23日(土): 今日の日の出は 5:36、日の入りは18:54。日南中時は12:14:42。なお正午月齢は21.9です。,0,0
7170,1517624414954610688,iikonomoka07se1,2022-04-23 07:00:31+00:00,出雲(島根県) 2022年4月23日(土): 今日の日の出は 5:27、日の入りは18:49。日南中時は12:07:28。なお正午月齢は21.9です。,0,0
7171,1517624400941514752,AMeDAS19,2022-04-23 07:00:27+00:00,神戸空港(兵庫県) 2022年4月23日(土): 今日の日の出は 5:18、日の入りは18:38。日南中時は11:57:30。なお正午月齢は21.9です。,0,0
7172,1517624394452914177,amds_osakaOsaka,2022-04-23 07:00:26+00:00,大阪(大阪府) 2022年4月23日(土): 今日の日の出は 5:16、日の入りは18:37。日南中時は11:56:19。なお正午月齢は21.9です。,0,0
7173,1517624389625294848,amds_kyotoKyoto,2022-04-23 07:00:25+00:00,京都(京都府) 2022年4月23日(土): 今日の日の出は 5:15、日の入りは18:37。日南中時は11:55:28。なお正午月齢は21.9です。,1,0
7174,1517624385376505856,amds_niigataNii,2022-04-23 07:00:24+00:00,新潟(新潟県) 2022年4月23日(土): 今日の日の出は 4:58、日の入りは18:27。日南中時は11:42:19。なお正午月齢は21.9です。,0,0
7175,1517624379013693441,amds_nakajoNiig,2022-04-23 07:00:22+00:00,中条(新潟県) 2022年4月23日(土): 今日の日の出は 4:56、日の入りは18:26。日南中時は11:40:51。なお正午月齢は21.9です。,0,0
7176,1517624373959479296,amds_gifu,2022-04-23 07:00:21+00:00,岐阜(岐阜県) 2022年4月23日(土): 今日の日の出は 5:10、日の入りは18:33。日南中時は11:51:21。なお正午月齢は21.9です。,0,0
7177,1517624370398523392,amds_gamagoriAi,2022-04-23 07:00:20+00:00,蒲郡(愛知県) 2022年4月23日(土): 今日の日の出は 5:09、日の入りは18:31。日南中時は11:49:32。なお正午月齢は21.9です。,0,0
7178,1517624366724354048,amds_nagoyaAich,2022-04-23 07:00:19+00:00,名古屋(愛知県) 2022年4月23日(土): 今日の日の出は 5:09、日の入りは18:32。日南中時は11:50:32。なお正午月齢は21.9です。,0,0
7179,1517624362001608704,amds_shizuokaSh,2022-04-23 07:00:18+00:00,静岡(静岡県) 2022年4月23日(土): 今日の日の出は 5:04、日の入りは18:26。日南中時は11:44:47。なお正午月齢は21.9です。,0,0
7180,1517624357660504064,amds_matsumotoN,2022-04-23 07:00:17+00:00,松本(長野県) 2022年4月23日(土): 今日の日の出は 5:01、日の入りは18:33。日南中時は11:46:31。なお正午月齢は21.9です。,0,0
7181,1517624354149859329,amds_yokohamaKa,2022-04-23 07:00:16+00:00,横浜(神奈川県) 2022年4月23日(土): 今日の日の出は 4:58、日の入りは18:22。日南中時は11:39:47。なお正午月齢は21.9です。,0,0
7182,1517624349401878528,amds_naritaChib,2022-04-23 07:00:15+00:00,成田(千葉県) 2022年4月23日(土): 今日の日の出は 4:55、日の入りは18:19。日南中時は11:36:52。なお正午月齢は21.9です。,0,0
7183,1517624344993693696,niijimabot,2022-04-23 07:00:14+00:00,新島(東京都) 2022年4月23日(土): 今日の日の出は 5:02、日の入りは18:22。日南中時は11:41:19。なお正午月齢は21.9です。,0,0
7184,1517624340006678528,amds_oshimaToky,2022-04-23 07:00:13+00:00,大島(東京都) 2022年4月23日(土): 今日の日の出は 5:00、日の入りは18:22。日南中時は11:40:57。なお正午月齢は21.9です。,0,0
7185,1517624335787200512,amds_hanedaToky,2022-04-23 07:00:12+00:00,羽田(東京都) 2022年4月23日(土): 今日の日の出は 4:58、日の入りは18:21。日南中時は11:39:17。なお正午月齢は21.9です。,0,0
7186,1517624335246102528,AMeDAShanedaair,2022-04-23 07:00:12+00:00,羽田(東京都) 2022年4月23日(土): 今日の日の出は 4:58、日の入りは18:21。日南中時は11:39:17。なお正午月齢は21.9です。,0,0
7187,1517624329730609152,amds_tokyoTokyo,2022-04-23 07:00:10+00:00,東京(東京都) 2022年4月23日(土): 今日の日の出は 4:58、日の入りは18:22。日南中時は11:39:24。なお正午月齢は21.9です。,1,0
7188,1517624326077386752,amds_fuchuToky,2022-04-23 07:00:10+00:00,府中(東京都) 2022年4月23日(土): 今日の日の出は 4:58、日の入りは18:23。日南中時は11:40:28。なお正午月齢は21.9です。,0,0
7189,1517624318473084928,amds_tokorozawa,2022-04-23 07:00:08+00:00,所沢(埼玉県) 2022年4月23日(土): 今日の日の出は 4:58、日の入りは18:24。日南中時は11:40:45。なお正午月齢は21.9です。,0,0
7190,1517624314941493248,amds_onahamaFuk,2022-04-23 07:00:07+00:00,小名浜(福島県) 2022年4月23日(土): 今日の日の出は 4:52、日の入りは18:18。日南中時は11:34:47。なお正午月齢は21.9です。,0,0
7191,1517624311367958528,amds_sendaiMiya,2022-04-23 07:00:06+00:00,仙台(宮城県) 2022年4月23日(土): 今日の日の出は 4:49、日の入りは18:21。日南中時は11:34:49。なお正午月齢は21.9です。,0,0
7192,1517624307630804992,amds_moriokaIwa,2022-04-23 07:00:05+00:00,盛岡(岩手県) 2022年4月23日(土): 今日の日の出は 4:45、日の入りは18:23。日南中時は11:33:44。なお正午月齢は21.9です。,0,0
7193,1517624303507828737,amds_hachinoheA,2022-04-23 07:00:04+00:00,八戸(青森県) 2022年4月23日(土): 今日の日の出は 4:43、日の入りは18:22。日南中時は11:32:19。なお正午月齢は21.9です。,3,1
7194,1517624296524292097,amds_sapporoHok,2022-04-23 07:00:03+00:00,札幌(石狩支庁) 2022年4月23日(土): 今日の日の出は 4:40、日の入りは18:27。日南中時は11:33:05。なお正午月齢は21.9です。,0,0
7195,1517624285468143616,taki_s555,2022-04-23 07:00:00+00:00,#今日の日蓮 ４月23日弘安元/1278年、「太田左衛門尉御返事」を大田乗明宛で著す。厄年で心身の不調を訴える乗明の18日付書状が正午頃に届き、即日、御守として法華経方便品・寿量品を書写して送る。御書1371頁弘安２/1279… https://t.co/v6U9xdNbRO,1,0
7196,1517623767010144256,pk_Furo,2022-04-23 06:57:56+00:00,じゃぁ　バトル開始は明日の正午　場所はここ　フキヨセジムバトルフィールド待ってるわ,0,0
7197,1517623251740282880,Ken48120819,2022-04-23 06:55:53+00:00,おはようございます😊エンピレアムに購入したマイホームは、正午過ぎから庭が日陰になって来てしまう…😅晴れてる日が少ない気がする🤔でも、やっぱ良い所だった😁👍 https://t.co/7EyUoeNlF7,14,0
7198,1517622644879007745,ut_shimbun,2022-04-23 06:53:29+00:00,筑波大学新聞Zoom新歓🌸🗞今日（23日）19時半から、第4回Zoom新歓を行います！【内容】①筑波大学新聞について②質問コーナー【参加方法】下記のGoogleフォームに必要事項を入力！締切は23日正午まで。… https://t.co/YOAesxRNeo,2,1
7199,1517620880217894912,wins810,2022-04-23 06:46:28+00:00,【読書メーターの本のプレゼントに応募しました】注目の新鋭、安壇美緒が想像を超えた感動へ読者を誘う、心震える”スパイ×音楽小説”『ラブカは静かに弓を持つ』を10名様に。応募受付は4月28日(木)の正午まで。応募はこちらから→… https://t.co/SanTX8tCM5,0,0
7200,1517618991396974592,miyoko14032,2022-04-23 06:38:58+00:00,オハモ〜です💖💚💙💜💛いざ朝1番の新幹線🚅(嘘です)吉田、ぴょん吉ゲット(妄想)田舎民は辛いけど今日渋谷TSUTAYA行かれるかた🎯ますようにいつもながらあさぴょんの発想最高です🤣今日は正午のwonderland… https://t.co/NFvHeytCmk,32,0
7201,1517618089609003008,LineJra,2022-04-23 06:35:23+00:00,4/23(土)は東京・阪神・福島の3場開催。22日正午の馬場発表は東京が芝稍重・ダート不良、阪神が芝・ダート共に稍重、福島が芝良・ダート稍重。23日の天気は東京が晴れ、阪神と福島が晴れ時々曇りの予報となっている。■東京開催が… https://t.co/g0wZgUbtm8,0,0
7202,1517617640281604097,SnowVHawke,2022-04-23 06:33:36+00:00,いやでも正午で21℃予想ならそんなに暑くなくない…？悩む,0,0
7203,1517617434949459969,Wic2022,2022-04-23 06:32:47+00:00,本日のオンラインイベント、【23日正午】に締め切らせていただきます！参加してくださる方には【本日の夕方】頃にzoomリンクが載ったメールをお送りします👍 https://t.co/YcagImaDkQ,1,0
7204,1517615643402866688,yuwiyuwi_conan,2022-04-23 06:25:39+00:00,正午に起きる。おきろ、私,8,0
7205,1517614482863771648,marine57398862,2022-04-23 06:21:03+00:00,修学旅行宿泊研修試食会を予定している兼務校給食復活させるには遅くてギリ、いつなら間に合うか昨日聞かれた4月25日正午です(。=｀ω´=)ぇ?ってびっくりされましたがこっちが(。=｀ω´=)ぇ?ですあるのを… https://t.co/Q7P8UCuEVw,37,2
7206,1517614352685502464,CrownTaako,2022-04-23 06:20:32+00:00,King &amp; Prince の期間限定動画、明後日の正午までなんて寂しすぎる。せめてLovin' you のダンスバージョンは、YouTubeにアップしてほしいよ！紫耀くんのふわっと踊る姿が大好き❤踊るように人生を。 恋… https://t.co/zIn1UOaENL,42,34
